element,decimal_approx,classification,decomposition_witness,is_theoretical_atom_within_degree_bound,notes
109/8,13.62500000,decomposable,3/2 + 97/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
111/4,27.75000000,decomposable,3/2 + 105/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
111/8,13.87500000,decomposable,3/2 + 99/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
113/4,28.25000000,decomposable,3/2 + 107/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
113/8,14.12500000,decomposable,3/2 + 101/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
113/16,7.06250000,decomposable,81/16 + 2,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
115/4,28.75000000,decomposable,3/2 + 109/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
115/8,14.37500000,decomposable,3/2 + 103/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
117/4,29.25000000,decomposable,3/2 + 111/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
117/8,14.62500000,decomposable,3/2 + 105/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
117/16,7.31250000,decomposable,9/4 + 81/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
119/4,29.75000000,decomposable,3/2 + 113/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
119/8,14.87500000,decomposable,3/2 + 107/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
121/4,30.25000000,decomposable,3/2 + 115/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
121/8,15.12500000,decomposable,3/2 + 109/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
121/16,7.56250000,decomposable,3/2 + 97/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
123/4,30.75000000,decomposable,3/2 + 117/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
123/8,15.37500000,decomposable,3/2 + 111/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
125/4,31.25000000,decomposable,3/2 + 119/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
125/8,15.62500000,decomposable,3/2 + 113/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
127/4,31.75000000,decomposable,3/2 + 121/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
127/8,15.87500000,decomposable,3/2 + 115/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
129/4,32.25000000,decomposable,3/2 + 123/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
129/8,16.12500000,decomposable,3/2 + 117/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
129/16,8.06250000,decomposable,3/2 + 105/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
131/4,32.75000000,decomposable,3/2 + 125/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
131/8,16.37500000,decomposable,3/2 + 119/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
133/4,33.25000000,decomposable,3/2 + 127/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
133/8,16.62500000,decomposable,3/2 + 121/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
133/16,8.31250000,decomposable,9/4 + 97/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
135/4,33.75000000,decomposable,3/2 + 129/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
135/8,16.87500000,decomposable,3/2 + 123/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
135/16,8.43750000,decomposable,27/8 + 81/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
137/4,34.25000000,decomposable,3/2 + 131/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
137/8,17.12500000,decomposable,3/2 + 125/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
137/16,8.56250000,decomposable,3/2 + 113/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
139/4,34.75000000,decomposable,3/2 + 133/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
139/8,17.37500000,decomposable,3/2 + 127/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
141/4,35.25000000,decomposable,3/2 + 135/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
141/8,17.62500000,decomposable,3/2 + 129/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
141/16,8.81250000,decomposable,3/2 + 117/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
143/4,35.75000000,decomposable,3/2 + 137/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
143/8,17.87500000,decomposable,3/2 + 131/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
145/4,36.25000000,decomposable,3/2 + 139/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
145/8,18.12500000,decomposable,3/2 + 133/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
145/16,9.06250000,decomposable,3/2 + 121/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
147/4,36.75000000,decomposable,3/2 + 141/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
